CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportTickets,AverageUsageHours,Churn
CUST-00923,Male,29,22,99.92,2199.18,Month-to-month,Fiber optic,Mailed check,3,116.33370156504655,Yes
CUST-00924,Male,65,15,50.46,768.94,Two year,DSL,Electronic check,1,180.45133494922203,No
CUST-00925,Male,64,2,65.01,142.29,One year,DSL,Electronic check,1,205.8817076154161,No
CUST-00926,Male,62,50,94.45,4773.02,One year,Fiber optic,Mailed check,0,115.6540858074624,No
CUST-00927,Male,72,1,90.62,113.84,One year,Fiber optic,Electronic check,0,177.52479063739253,Yes
CUST-00928,Female,18,71,52.01,3693.1,Two year,DSL,Bank transfer,2,170.19285196319854,No
CUST-00929,Female,34,49,21.83,1068.45,Month-to-month,No,Bank transfer,2,148.49537420063547,No
CUST-00930,Male,20,5,55.12,264.5,One year,DSL,Credit card,3,117.44271077268442,No
CUST-00931,Male,43,22,78.28,1699.85,One year,Fiber optic,Electronic check,2,200.54181661329653,No
CUST-00932,Female,32,72,67.04,4828.75,Month-to-month,DSL,Electronic check,4,29.098601155454617,Yes
CUST-00933,Male,53,9,53.25,447.35,Month-to-month,DSL,Credit card,1,158.34712409610972,Yes
CUST-00934,Male,49,6,26.99,191.64,Month-to-month,No,Mailed check,5,108.98863261456799,Yes
CUST-00935,Female,49,54,26.62,1425.45,Month-to-month,No,Electronic check,2,142.69484352409359,No
CUST-00936,Male,21,30,111.79,3373.18,Month-to-month,Fiber optic,Electronic check,3,108.36083771826165,Yes
CUST-00937,Female,35,17,23.16,392.05,Month-to-month,No,Credit card,1,77.5926281389393,No
CUST-00938,Male,66,48,22.4,1083.93,One year,No,Bank transfer,3,111.27398539137376,No
CUST-00939,Female,36,7,107.86,736.1,Month-to-month,Fiber optic,Credit card,3,116.71643480596722,No
CUST-00940,Female,60,44,25.69,1139.26,Month-to-month,No,Electronic check,0,136.11264263562333,No
CUST-00941,Female,69,62,83.14,5156.85,Two year,Fiber optic,Bank transfer,0,149.28820604008308,No
CUST-00942,Male,52,10,105.9,1088.5,Month-to-month,Fiber optic,Bank transfer,2,,Yes
CUST-00943,Female,57,44,97.34,4264.05,Month-to-month,Fiber optic,Electronic check,3,238.91501295405143,Yes
CUST-00944,Male,31,5,49.67,228.73,One year,DSL,Credit card,0,154.06520874848022,No
CUST-00945,Male,75,63,23.42,1460.24,Month-to-month,No,Mailed check,3,87.36475550967035,No
CUST-00946,Male,50,9,59.55,505.65,Month-to-month,DSL,Credit card,0,196.54182827447883,Yes
CUST-00947,Male,31,38,23.51,880.89,Month-to-month,No,Credit card,2,165.90077433961676,No
CUST-00948,Female,51,57,46.86,2656.86,Two year,DSL,Electronic check,2,90.1502249684967,No
CUST-00949,Female,78,48,53.89,2586.38,One year,DSL,Mailed check,2,154.53069448535905,No
CUST-00950,Male,72,28,54.07,1514.75,Two year,DSL,Mailed check,1,190.56002805621108,No
CUST-00951,Male,21,9,18.24,141.96,Two year,No,Bank transfer,3,99.28000317985575,No
CUST-00952,Female,41,33,44.97,1502.22,Two year,DSL,Mailed check,2,116.14011362266478,No
CUST-00953,Male,76,4,89.69,367.64,One year,Fiber optic,Bank transfer,2,154.54519559866452,Yes
CUST-00954,Female,46,32,82.58,2656.65,One year,Fiber optic,Electronic check,4,132.5542115904395,Yes
CUST-00955,Male,36,48,44.79,2168.01,Month-to-month,DSL,Bank transfer,1,57.15091865346433,No
CUST-00956,Male,23,10,23.77,223.35,Month-to-month,No,Electronic check,5,290.6999105148129,Yes
CUST-00957,Female,74,31,52.82,1628.95,One year,DSL,Electronic check,1,113.85121243398763,No
CUST-00958,Male,50,67,91.31,6123.78,One year,Fiber optic,Credit card,1,107.96837143556748,No
CUST-00959,Female,66,32,73.8,2381.19,Two year,Fiber optic,Electronic check,1,127.34208278268451,No
CUST-00960,Male,57,57,68.36,3901.5,Month-to-month,DSL,Electronic check,2,143.29061154192115,No
CUST-00961,Male,36,31,57.5,1782.67,One year,DSL,Electronic check,0,168.63558474822645,No
CUST-00962,Male,70,8,82.02,646.39,One year,Fiber optic,Mailed check,1,85.20283183302551,Yes
CUST-00963,Female,18,36,23.78,836.62,Month-to-month,No,Electronic check,3,224.78603691666143,Yes
CUST-00964,Male,22,13,50.91,679.46,One year,DSL,Bank transfer,2,63.96818566949588,No
CUST-00965,Male,44,71,54.64,3874.18,Month-to-month,DSL,Bank transfer,1,122.59473575440549,No
CUST-00966,Male,33,33,27.3,902.07,Month-to-month,No,Electronic check,2,195.2111284945393,Yes
CUST-00967,Male,23,38,54.67,2103.3,Month-to-month,DSL,Mailed check,0,191.50531992601879,No
CUST-00968,Female,57,16,100.84,1608.42,Month-to-month,Fiber optic,Electronic check,3,10.0,Yes
CUST-00969,Female,30,11,95.85,1055.82,Month-to-month,Fiber optic,Bank transfer,2,,Yes
CUST-00970,Male,65,8,53.1,418.19,One year,DSL,Electronic check,0,152.60134594543453,No
CUST-00971,Female,79,62,108.23,6691.16,Month-to-month,Fiber optic,Electronic check,2,163.45372066014826,No
CUST-00972,Male,52,41,25.64,,Month-to-month,No,Electronic check,4,113.1581544257718,Yes
CUST-00973,Male,36,11,102.91,1103.03,Month-to-month,Fiber optic,Electronic check,3,134.19244094046624,Yes
CUST-00974,Male,29,60,102.53,6173.96,Month-to-month,Fiber optic,Bank transfer,1,180.448016594503,No
CUST-00975,Female,33,34,103.87,3501.14,Month-to-month,Fiber optic,Electronic check,1,194.23561219838922,Yes
CUST-00976,Female,76,11,91.61,1004.02,Month-to-month,Fiber optic,Electronic check,2,63.30622466083558,Yes
CUST-00977,Female,60,45,50.94,2284.85,One year,DSL,Electronic check,1,177.39650598423236,No
CUST-00978,Female,27,11,82.37,923.29,Two year,Fiber optic,Credit card,1,170.5148186653417,No
CUST-00979,Female,42,47,94.22,4418.05,Month-to-month,Fiber optic,Bank transfer,1,200.23676159019027,No
CUST-00980,Female,37,54,58.24,3121.56,Month-to-month,DSL,Electronic check,0,97.65197538108347,No
CUST-00981,Female,48,11,25.55,261.82,Month-to-month,No,Electronic check,2,176.1541150437201,Yes
CUST-00982,Female,21,56,108.83,6063.23,Month-to-month,Fiber optic,Credit card,2,37.48089500296196,No
CUST-00983,Female,61,1,24.04,37.68,One year,No,Electronic check,2,127.51145583727437,No
CUST-00984,Male,40,6,54.39,354.41,Two year,DSL,Credit card,1,130.36068473529355,No
CUST-00985,Female,19,36,20.23,746.99,Two year,No,Electronic check,1,154.71253919825193,No
CUST-00986,Female,73,10,100.94,1010.57,Month-to-month,Fiber optic,Electronic check,2,193.4622377593033,Yes
CUST-00987,Female,39,8,18.94,157.1,Two year,No,Bank transfer,0,84.28525467051604,No
CUST-00988,Female,68,6,26.11,151.95,Month-to-month,No,Bank transfer,1,222.03758415135044,No
CUST-00989,Female,74,53,24.76,1304.48,One year,No,Credit card,3,10.0,Yes
CUST-00990,Female,54,57,21.49,1232.91,One year,No,Credit card,3,48.6837730121197,No
CUST-00991,Female,25,6,56.01,316.7,One year,DSL,Mailed check,3,206.43889107934362,Yes
CUST-00992,Female,24,53,108.95,5783.03,Month-to-month,Fiber optic,Bank transfer,4,156.23446659676318,No
CUST-00993,Female,31,18,55.83,1004.77,Month-to-month,DSL,Credit card,3,252.40076743205026,No
CUST-00994,Female,73,63,104.39,6587.02,Month-to-month,Fiber optic,Mailed check,0,195.9581104370321,No
CUST-00995,Female,72,24,26.21,637.23,Month-to-month,No,Electronic check,0,150.74178385932143,Yes
CUST-00996,Male,20,69,48.86,3353.51,Month-to-month,DSL,Electronic check,4,120.47202577244961,No
CUST-00997,Male,67,9,86.14,787.13,One year,Fiber optic,Electronic check,3,112.35530289757483,Yes
CUST-00998,Female,33,66,91.08,6034.71,Month-to-month,Fiber optic,Credit card,1,172.02878403849454,Yes
CUST-00999,Female,72,10,51.7,529.09,One year,DSL,Electronic check,1,115.102930576133,No
CUST-01000,Male,36,49,57.92,2824.8,Month-to-month,DSL,Electronic check,1,164.96897489355194,No
CUST-01001,Female,68,11,47.85,539.94,Two year,DSL,Credit card,3,109.45292444693678,No
CUST-01002,Male,35,14,64.53,910.59,Month-to-month,DSL,Electronic check,3,162.150505640435,Yes
CUST-01003,Male,69,11,87.81,938.13,Two year,Fiber optic,Mailed check,3,242.3707153853229,Yes
CUST-01004,Male,33,63,101.4,6385.14,Month-to-month,Fiber optic,Credit card,2,183.26984857558477,Yes
CUST-01005,Male,25,49,66.49,3270.71,Month-to-month,DSL,Mailed check,1,121.88636943753656,No
CUST-01006,Male,77,61,21.33,1300.36,Two year,No,Electronic check,4,171.04532627878385,No
CUST-01007,Female,50,26,99.32,2590.66,Month-to-month,Fiber optic,Mailed check,0,166.5910649965866,Yes
CUST-01008,Male,66,63,111.73,7030.65,Month-to-month,Fiber optic,Bank transfer,1,162.40290686136987,No
CUST-01009,Female,29,13,60.33,789.02,Month-to-month,DSL,Mailed check,2,173.0390218029488,Yes
CUST-01010,Female,79,2,101.98,222.9,Month-to-month,Fiber optic,Electronic check,0,204.4417450909534,Yes
CUST-01011,Male,70,18,92.26,1668.45,Month-to-month,Fiber optic,Electronic check,1,214.48607126579827,Yes
CUST-01012,Male,28,10,102.88,1032.92,Month-to-month,Fiber optic,Bank transfer,1,150.13180497798106,No
CUST-01013,Female,22,12,82.7,994.13,Two year,Fiber optic,Electronic check,1,67.32128280942906,Yes
CUST-01014,Male,44,12,57.9,693.83,One year,DSL,Bank transfer,0,155.0882347684368,No
CUST-01015,Male,29,32,24.55,774.83,Month-to-month,No,Bank transfer,1,140.54305973241344,No
CUST-01016,Female,34,34,75.34,2556.88,Two year,Fiber optic,Mailed check,0,183.05080374545298,No
CUST-01017,Female,23,4,103.27,416.01,Month-to-month,Fiber optic,Credit card,2,77.35171765529302,Yes
CUST-01018,Male,50,6,26.48,129.33,Month-to-month,No,Electronic check,0,180.02698166415922,Yes
CUST-01019,Female,22,1,97.3,116.59,Month-to-month,Fiber optic,Electronic check,0,157.659938465984,Yes
CUST-01020,Male,74,1,83.95,83.95,One year,Fiber optic,Bank transfer,2,91.5491181558931,Yes
CUST-01021,Male,45,47,96.7,4527.23,Month-to-month,Fiber optic,Electronic check,1,25.564979776922826,No
CUST-01022,Male,31,8,61.14,519.27,One year,DSL,Bank transfer,1,202.1541219655796,No
CUST-01023,Female,22,66,23.05,1524.33,Month-to-month,No,Credit card,2,90.65274900413226,No
CUST-01024,Female,71,35,73.6,2592.3,Two year,Fiber optic,Credit card,1,61.20471880467666,No
CUST-01025,Female,73,65,103.45,6714.27,One year,Fiber optic,Mailed check,0,116.12455352949064,No
CUST-01026,Female,76,27,24.69,683.65,Month-to-month,No,Credit card,3,220.2785249074675,No
CUST-01027,Female,50,1,81.19,92.09,One year,Fiber optic,Electronic check,2,161.71827741794618,Yes
CUST-01028,Male,79,3,79.82,234.73,One year,Fiber optic,Mailed check,1,176.68100218300498,No
CUST-01029,Male,67,5,26.15,105.24,Month-to-month,No,Mailed check,3,147.1274719867655,No
CUST-01030,Male,65,65,61.68,4024.99,Month-to-month,DSL,Electronic check,4,168.092883121615,No
CUST-01031,Male,58,11,62.91,689.07,Month-to-month,DSL,Electronic check,3,137.74966062891616,Yes
CUST-01032,Female,36,10,44.55,463.17,Two year,DSL,Credit card,2,121.74993900397105,No
CUST-01033,Male,39,25,20.36,503.75,One year,No,Bank transfer,2,111.57183976433856,Yes
CUST-01034,Female,22,53,62.69,3321.46,Month-to-month,DSL,Bank transfer,4,131.61220319891672,No
CUST-01035,Male,76,43,54.77,2360.52,Month-to-month,DSL,Electronic check,3,294.80543752751646,No
CUST-01036,Female,19,37,59.18,2219.33,Month-to-month,DSL,Electronic check,2,184.22403707426304,Yes
CUST-01037,Female,47,67,55.57,3711.11,Month-to-month,DSL,Credit card,4,98.53508385391159,No
CUST-01038,Male,64,53,101.87,5392.81,One year,Fiber optic,Bank transfer,1,70.16963275911736,No
CUST-01039,Male,56,8,21.48,163.65,Two year,No,Bank transfer,2,144.58688058423533,No
CUST-01040,Male,21,63,73.17,4600.25,Month-to-month,DSL,Credit card,0,47.44203574153343,No
CUST-01041,Male,50,6,105.11,629.77,Month-to-month,Fiber optic,Mailed check,1,204.3680054800239,No
CUST-01042,Female,30,60,102.51,6167.35,Month-to-month,Fiber optic,Mailed check,0,10.0,No
CUST-01043,Male,37,31,84.35,2609.27,Two year,Fiber optic,Electronic check,1,131.2772789728288,No
CUST-01044,Male,71,47,21.85,1055.18,Month-to-month,No,Electronic check,3,41.998620853557185,Yes
CUST-01045,Female,24,4,85.74,362.71,Month-to-month,Fiber optic,Bank transfer,3,176.87392476957234,Yes
CUST-01046,Male,32,33,57.2,1885.99,One year,DSL,Electronic check,2,104.52031254198815,Yes
CUST-01047,Male,40,10,23.84,227.42,Month-to-month,No,Mailed check,0,192.277217582948,No
CUST-01048,Male,31,20,100.0,2011.12,Month-to-month,Fiber optic,Electronic check,2,20.168792237143577,Yes
CUST-01049,Male,40,7,46.67,349.0,One year,DSL,Electronic check,1,217.77616233215426,No
CUST-01050,Male,36,27,57.41,1565.64,Month-to-month,DSL,Mailed check,0,171.0666501163887,No
CUST-01051,Female,71,48,24.28,1155.16,Month-to-month,No,Electronic check,2,147.91422851445913,Yes
CUST-01052,Male,46,65,107.4,6978.73,Month-to-month,Fiber optic,Credit card,2,99.45759343796038,No
CUST-01053,Male,73,28,101.06,2807.91,Month-to-month,Fiber optic,Electronic check,1,131.41602843879386,Yes
CUST-01054,Male,37,33,22.24,714.16,Month-to-month,No,Mailed check,1,193.02771546876406,No
CUST-01055,Male,46,1,76.67,91.09,Two year,Fiber optic,Electronic check,2,99.86773492813158,No
CUST-01056,Male,41,58,65.55,3810.78,Month-to-month,DSL,Electronic check,1,143.29752469213147,No
CUST-01057,Female,35,29,86.75,2540.5,One year,Fiber optic,Electronic check,0,131.96090668770634,Yes
CUST-01058,Male,80,10,107.2,1054.34,Month-to-month,Fiber optic,Credit card,4,160.89675903905066,Yes
CUST-01059,Female,27,4,95.62,402.83,Month-to-month,Fiber optic,Electronic check,4,66.35477141538904,No
CUST-01060,Female,58,24,61.67,1499.7,Month-to-month,DSL,Credit card,2,237.11938851973215,No
CUST-01061,Male,74,29,60.29,1779.6,Month-to-month,DSL,Electronic check,1,206.19353213833634,No
CUST-01062,Male,25,35,99.13,3482.66,Month-to-month,Fiber optic,Electronic check,1,43.63747992614381,Yes
CUST-01063,Male,43,44,22.38,946.23,Month-to-month,No,Bank transfer,0,32.14363417390217,No
CUST-01064,Male,79,20,87.09,1750.15,Month-to-month,Fiber optic,Mailed check,1,234.3522097004825,Yes
CUST-01065,Female,46,68,25.49,1705.48,Month-to-month,No,Mailed check,2,153.98435082877145,No
CUST-01066,Male,27,21,80.24,1652.27,Two year,Fiber optic,Electronic check,5,41.886528332340816,No
CUST-01067,Male,34,32,23.93,769.9,Month-to-month,No,Electronic check,1,120.33264336376753,No
CUST-01068,Male,19,58,55.63,3238.53,Month-to-month,DSL,Mailed check,0,132.61155290041927,No
CUST-01069,Male,23,68,110.71,7502.63,Month-to-month,Fiber optic,Credit card,3,188.3438515991283,No
CUST-01070,Male,75,69,107.92,7413.77,Month-to-month,Fiber optic,Electronic check,1,206.6984433778339,No
CUST-01071,Male,22,52,50.98,2644.51,Two year,DSL,Credit card,2,157.52473119979672,No
CUST-01072,Female,45,67,112.9,7572.15,Month-to-month,Fiber optic,Electronic check,3,139.6507312069636,Yes
CUST-01073,Female,79,9,22.8,204.97,Month-to-month,No,Mailed check,1,121.53028855042108,Yes
CUST-01074,Male,58,6,102.21,608.16,Month-to-month,Fiber optic,Electronic check,2,234.47259985397116,Yes
CUST-01075,Male,22,20,18.0,341.9,Two year,No,Mailed check,2,124.66138158437495,Yes
CUST-01076,Male,35,1,96.78,96.78,Month-to-month,Fiber optic,Electronic check,1,181.01249462140913,Yes
CUST-01077,Female,43,71,97.52,6938.92,Month-to-month,Fiber optic,Electronic check,0,85.58759587339789,Yes
CUST-01078,Male,37,2,94.56,191.89,Month-to-month,Fiber optic,Credit card,1,73.99110105637676,Yes
CUST-01079,Female,58,40,59.8,2396.93,Month-to-month,DSL,Bank transfer,2,161.44933065214042,No
CUST-01080,Male,66,47,117.21,5535.53,Month-to-month,Fiber optic,Bank transfer,1,127.23029114230462,Yes
CUST-01081,Male,44,8,81.67,683.14,Two year,Fiber optic,Electronic check,1,67.50883428474532,Yes
CUST-01082,Male,66,5,24.26,149.65,One year,No,Credit card,1,130.68570476703684,No
CUST-01083,Male,29,27,90.74,2490.04,One year,Fiber optic,Mailed check,1,299.26474130610825,No
CUST-01084,Female,24,3,51.63,142.02,Month-to-month,DSL,Credit card,2,147.75522546078042,Yes
CUST-01085,Female,76,10,56.85,550.6,Month-to-month,DSL,Electronic check,1,132.00764829039431,Yes
CUST-01086,Male,20,2,23.93,56.04,Month-to-month,No,Electronic check,1,132.10848132335929,Yes
CUST-01087,Male,27,50,89.69,4480.56,One year,Fiber optic,Credit card,2,221.920603723903,No
CUST-01088,Female,51,7,26.21,184.02,Month-to-month,No,Mailed check,1,141.2887249297062,Yes
CUST-01089,Female,42,26,85.51,2192.47,Two year,Fiber optic,Credit card,3,164.89924756470464,Yes
CUST-01090,Female,52,4,102.79,416.08,Month-to-month,Fiber optic,Electronic check,2,193.00497435877298,Yes
CUST-01091,Female,33,52,86.79,4506.91,Two year,Fiber optic,Mailed check,1,228.24981806752214,No
CUST-01092,Male,19,57,56.74,3228.42,Month-to-month,DSL,Credit card,2,106.3496353155187,No
CUST-01093,Female,77,45,104.49,4699.88,Month-to-month,Fiber optic,Bank transfer,0,92.25843810533928,No
CUST-01094,Male,41,21,104.0,2160.06,Month-to-month,Fiber optic,Bank transfer,1,107.1623519450722,Yes
CUST-01095,Female,27,1,85.77,85.77,Two year,Fiber optic,Electronic check,1,189.1835384801397,No
CUST-01096,Female,55,5,23.53,139.83,Month-to-month,No,Electronic check,2,196.06075261131303,Yes
CUST-01097,Female,39,60,55.37,3327.19,Two year,DSL,Electronic check,2,161.75905632879358,No
CUST-01098,Female,43,7,74.96,546.41,Two year,Fiber optic,Mailed check,0,208.74697965536427,No
CUST-01099,Female,60,11,51.91,553.24,One year,DSL,Credit card,1,196.12024198394994,No
CUST-01100,Male,72,2,57.36,118.51,One year,DSL,Electronic check,2,112.6916884803815,No
CUST-01101,Male,56,11,78.7,849.6,One year,Fiber optic,Mailed check,0,60.02594950109892,Yes
CUST-01102,Female,44,43,49.8,2173.26,One year,DSL,Credit card,1,123.64354144495215,No
CUST-01103,Female,46,70,100.69,7031.53,Month-to-month,Fiber optic,Electronic check,1,182.24120877717115,Yes
CUST-01104,Male,64,28,45.8,1297.68,One year,DSL,Credit card,1,179.62717354378128,No
CUST-01105,Female,55,21,44.81,934.93,Two year,DSL,Credit card,2,41.810981604849104,No
CUST-01106,Female,37,24,60.44,1468.15,Month-to-month,DSL,Electronic check,0,10.0,No
CUST-01107,Male,44,5,44.71,203.49,Two year,DSL,Electronic check,2,191.43122885526913,Yes
CUST-01108,Female,58,1,28.56,28.56,Month-to-month,No,Electronic check,0,,No
CUST-01109,Female,71,59,105.8,6251.83,Month-to-month,Fiber optic,Bank transfer,3,171.56809168911929,No
CUST-01110,Male,37,48,25.9,1241.99,Month-to-month,No,Electronic check,1,204.3251763162338,No
CUST-01111,Male,61,4,60.7,245.42,Month-to-month,DSL,Bank transfer,3,162.6184712313597,Yes
CUST-01112,Male,36,36,84.91,3050.55,Two year,Fiber optic,Mailed check,1,70.2706488284241,No
CUST-01113,Female,37,33,80.37,2649.28,Two year,Fiber optic,Credit card,1,131.36994370081305,No
CUST-01114,Male,52,21,44.04,921.14,Two year,DSL,Credit card,0,145.36710025910486,No
CUST-01115,Male,64,21,82.19,1714.73,Two year,Fiber optic,Credit card,1,115.79217239737079,No
CUST-01116,Male,19,17,94.27,1633.02,Month-to-month,Fiber optic,Electronic check,0,114.73774630364599,No
CUST-01117,Male,47,2,103.43,231.5,Month-to-month,Fiber optic,Electronic check,5,144.4444814767715,Yes
CUST-01118,Male,70,27,102.36,2785.35,Month-to-month,Fiber optic,Electronic check,0,100.29311363729144,Yes
CUST-01119,Male,51,64,75.96,4872.25,Two year,Fiber optic,Mailed check,1,22.134680695386237,No
CUST-01120,Female,39,2,70.29,155.85,Month-to-month,DSL,Mailed check,1,156.42178376537902,Yes
CUST-01121,Female,20,5,88.16,430.66,Two year,Fiber optic,Credit card,1,224.7078926659415,No
CUST-01122,Male,23,10,22.4,207.94,One year,No,Credit card,1,17.70726372417792,No
CUST-01123,Male,32,61,83.25,5097.64,Two year,Fiber optic,Electronic check,0,159.95493029703087,No
CUST-01124,Male,44,6,102.67,623.47,Month-to-month,Fiber optic,Bank transfer,3,89.33877426885005,Yes
CUST-01125,Female,27,64,95.67,6142.46,Month-to-month,Fiber optic,Electronic check,2,190.79901090521793,Yes
CUST-01126,Female,26,4,83.66,341.56,Two year,Fiber optic,Electronic check,4,172.8537900593842,No
CUST-01127,Female,50,68,78.74,5343.72,Two year,Fiber optic,Credit card,0,213.1609139760876,No
CUST-01128,Female,49,45,52.98,2367.06,Month-to-month,DSL,Credit card,1,99.34395041327272,No
CUST-01129,Female,65,9,76.73,699.7,Two year,Fiber optic,Electronic check,0,153.94366290481074,No
CUST-01130,Female,23,10,76.77,780.78,Two year,Fiber optic,Credit card,0,299.3768162108265,No
CUST-01131,Female,58,6,84.52,516.34,Month-to-month,Fiber optic,Credit card,1,162.1741155457673,Yes
CUST-01132,Female,76,10,110.68,1092.64,Month-to-month,Fiber optic,Electronic check,2,192.5619275997842,Yes
CUST-01133,Female,53,50,95.79,4793.72,Month-to-month,Fiber optic,Electronic check,1,234.19085685015048,No
CUST-01134,Male,76,72,24.25,1750.93,Month-to-month,No,Bank transfer,0,97.04562500315313,No
CUST-01135,Male,77,17,106.21,1796.28,One year,Fiber optic,Credit card,3,28.871546405728935,No
CUST-01136,Male,19,11,92.2,1035.18,Month-to-month,Fiber optic,Electronic check,4,48.2245559405351,Yes
CUST-01137,Male,46,36,89.32,3214.15,One year,Fiber optic,Electronic check,3,80.41142713844745,Yes
CUST-01138,Female,21,18,46.85,866.99,One year,DSL,Bank transfer,0,124.85176182879529,No
CUST-01139,Female,18,6,23.72,149.05,Month-to-month,No,Bank transfer,0,179.79692502134182,No
CUST-01140,Male,36,42,95.83,4023.48,Month-to-month,Fiber optic,Mailed check,2,207.19078870830776,No
CUST-01141,Female,43,9,108.96,983.44,Month-to-month,Fiber optic,Electronic check,3,85.47374937781579,No
CUST-01142,Male,42,9,93.33,809.66,Month-to-month,Fiber optic,Credit card,0,278.68416437924867,Yes
CUST-01143,Female,27,9,57.83,521.27,One year,DSL,Bank transfer,1,228.00083390339205,Yes
CUST-01144,Male,70,46,24.32,1084.6,Two year,No,Credit card,1,119.6456441392647,No
CUST-01145,Female,32,42,114.0,4781.08,Month-to-month,Fiber optic,Credit card,0,292.86966420459237,No
CUST-01146,Female,76,65,77.18,5023.65,Month-to-month,Fiber optic,Credit card,3,185.6140414132979,No
CUST-01147,Male,39,11,62.47,682.14,Month-to-month,DSL,Credit card,1,145.9918958505162,Yes
CUST-01148,Female,68,13,112.57,1487.11,Month-to-month,Fiber optic,Credit card,4,93.77886015048873,Yes
CUST-01149,Male,65,6,55.86,336.34,Month-to-month,DSL,Bank transfer,1,83.1008744949996,No
CUST-01150,Male,38,39,89.39,3497.11,One year,Fiber optic,Bank transfer,2,206.23642734013936,No
CUST-01151,Male,76,1,97.5,97.5,Month-to-month,Fiber optic,Bank transfer,1,155.77770667650412,Yes
CUST-01152,Male,73,7,51.82,369.38,Two year,DSL,Bank transfer,0,175.46893754238891,No
CUST-01153,Female,39,21,96.19,2016.53,Month-to-month,Fiber optic,Electronic check,1,81.79689390674,Yes
CUST-01154,Female,53,6,92.23,563.92,Two year,Fiber optic,Electronic check,2,182.6558347321654,Yes
CUST-01155,Female,51,1,21.97,40.64,Two year,No,Electronic check,2,154.45756559173608,No
CUST-01156,Male,47,2,87.45,177.94,Month-to-month,Fiber optic,Electronic check,1,,Yes
CUST-01157,Female,42,52,52.22,2737.32,Month-to-month,DSL,Electronic check,1,64.65667772710849,No
CUST-01158,Male,62,29,54.94,1590.34,One year,DSL,Credit card,1,152.31472241839316,No
CUST-01159,Female,45,25,22.11,573.29,One year,No,Mailed check,1,191.08236046579935,No
CUST-01160,Female,18,65,79.52,5181.65,Two year,Fiber optic,Electronic check,0,213.66942249756255,No
CUST-01161,Female,66,8,85.9,684.88,One year,Fiber optic,Mailed check,2,163.97418147344885,Yes
CUST-01162,Male,62,2,54.69,121.07,Month-to-month,DSL,Electronic check,0,101.61728887344302,Yes
CUST-01163,Female,21,72,80.17,5783.55,Two year,Fiber optic,Credit card,0,151.24029449027682,No
CUST-01164,Female,24,8,20.75,180.4,Two year,No,Electronic check,2,171.31575064445494,No
CUST-01165,Male,66,14,97.49,1334.2,One year,Fiber optic,Electronic check,3,104.14019415806277,Yes
CUST-01166,Female,26,33,52.82,1727.32,Two year,DSL,Credit card,1,121.7152346365542,No
CUST-01167,Male,53,1,90.3,90.3,One year,Fiber optic,Mailed check,1,151.7346969051509,No
CUST-01168,Female,36,20,55.61,1116.7,One year,DSL,Credit card,2,163.3098737674688,No
CUST-01169,Male,18,32,19.48,633.05,One year,No,Mailed check,1,74.52028088683275,No
CUST-01170,Male,27,11,95.17,1041.08,One year,Fiber optic,Electronic check,3,116.89453009246336,No
CUST-01171,Female,53,64,110.71,7098.02,Month-to-month,Fiber optic,Mailed check,1,158.4107031468942,No
CUST-01172,Male,26,11,94.72,1010.33,One year,Fiber optic,Electronic check,0,179.80815918469858,Yes
CUST-01173,Male,62,15,22.41,315.79,One year,No,Electronic check,4,158.3757764361167,Yes
CUST-01174,Male,63,51,23.08,1169.65,Month-to-month,No,Electronic check,1,167.5186613857506,No
CUST-01175,Male,59,11,55.22,,Month-to-month,DSL,Credit card,1,165.38799491106872,No
CUST-01176,Male,49,4,19.69,92.66,Two year,No,Bank transfer,0,100.69105505867253,No
CUST-01177,Male,49,22,23.33,507.57,One year,No,Electronic check,1,232.68158023653865,Yes
CUST-01178,Female,23,9,83.44,776.34,Month-to-month,Fiber optic,Electronic check,1,126.92598530659194,No
CUST-01179,Male,65,9,18.0,147.5,Two year,No,Credit card,2,104.70374608105894,No
CUST-01180,Male,55,37,86.01,3171.53,Two year,Fiber optic,Electronic check,1,62.50799114093532,No
CUST-01181,Female,34,7,113.82,800.98,Month-to-month,Fiber optic,Mailed check,2,118.9956597223559,Yes
CUST-01182,Female,27,30,59.13,1775.73,Month-to-month,DSL,Mailed check,2,108.33575358271852,No
CUST-01183,Female,67,1,84.2,90.46,Two year,Fiber optic,Bank transfer,2,127.40650609796496,Yes
CUST-01184,Female,44,69,47.54,3275.07,Two year,DSL,Electronic check,1,169.1049829113213,No
CUST-01185,Female,71,13,25.25,338.69,Month-to-month,No,Credit card,3,221.37591202948283,No
CUST-01186,Female,67,33,22.81,754.74,Month-to-month,No,Mailed check,3,198.78467384182656,Yes
CUST-01187,Female,52,9,104.45,958.48,Month-to-month,Fiber optic,Electronic check,1,29.191288686718565,Yes
CUST-01188,Male,69,72,84.66,6107.78,One year,Fiber optic,Electronic check,3,,No
CUST-01189,Male,76,1,101.95,101.95,Month-to-month,Fiber optic,Electronic check,3,181.27068933272383,Yes
CUST-01190,Female,38,41,63.76,2596.54,Month-to-month,DSL,Electronic check,0,258.08253967254745,No
CUST-01191,Male,80,11,105.02,1171.37,Month-to-month,Fiber optic,Credit card,2,111.73398576768288,Yes
CUST-01192,Male,42,27,74.84,2004.23,Two year,Fiber optic,Electronic check,2,89.54178863633831,No
